#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Sound Card
#Serial Number: 
#Date Time: 2021-03-02 17:08:58.776
#Sample rate: 96000Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 200 mV/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Pulse
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.05575060483870967,0.06744384765625,0.06744384765625
-0.05574018817204301,0.07916259765625,0.07916259765625
-0.05572977150537634,0.090301513671875,0.09027099609375
-0.05571935483870968,0.100677490234375,0.100677490234375
-0.05570893817204301,0.11029052734375,0.11029052734375
-0.05569852150537634,0.119293212890625,0.11932373046875
-0.05568810483870967,0.1278076171875,0.127777099609375
-0.05567768817204301,0.1356201171875,0.1356201171875
-0.05566727150537634,0.14276123046875,0.142791748046875
-0.05565685483870968,0.1495361328125,0.14947509765625
-0.05564643817204301,0.1558837890625,0.1558837890625
-0.05563602150537634,0.161773681640625,0.161773681640625
-0.05562560483870967,0.16717529296875,0.16717529296875
-0.05561518817204301,0.172119140625,0.172119140625
-0.05560477150537634,0.1767578125,0.1767578125
-0.05559435483870968,0.181060791015625,0.181060791015625
-0.05558393817204301,0.184967041015625,0.18499755859375
-0.05557352150537634,0.18853759765625,0.18853759765625
-0.05556310483870967,0.19189453125,0.191925048828125
-0.05555268817204301,0.195068359375,0.195037841796875
-0.05554227150537634,0.197662353515625,0.197662353515625
-0.05553185483870968,0.1998291015625,0.1998291015625
-0.05552143817204301,0.201995849609375,0.20196533203125
-0.05551102150537634,0.20416259765625,0.204193115234375
-0.05550060483870967,0.206085205078125,0.2060546875
-0.05549018817204301,0.207366943359375,0.207366943359375
-0.05547977150537634,0.208526611328125,0.208526611328125
-0.05546935483870968,0.210174560546875,0.210174560546875
-0.05545893817204301,0.21173095703125,0.21173095703125
-0.05544852150537634,0.212249755859375,0.212249755859375
-0.05543810483870967,0.21240234375,0.21240234375
-0.05542768817204301,0.21417236328125,0.21417236328125
-0.05541727150537634,0.2174072265625,0.217437744140625
-0.05540685483870968,0.2174072265625,0.217376708984375
-0.05539643817204301,0.207427978515625,0.207427978515625
-0.05538602150537634,0.18548583984375,0.18548583984375
-0.05537560483870967,0.15643310546875,0.15643310546875
-0.05536518817204301,0.12762451171875,0.12762451171875
-0.05535477150537634,0.102752685546875,0.102752685546875
-0.05534435483870968,0.080810546875,0.080810546875
-0.05533393817204301,0.05975341796875,0.059722900390625
-0.05532352150537634,0.039306640625,0.039276123046875
-0.05531310483870967,0.020477294921875,0.020477294921875
-0.05530268817204301,0.00341796875,0.00341796875
-0.05529227150537634,-0.012603759765625,-0.012603759765625
-0.05528185483870968,-0.02801513671875,-0.02801513671875
-0.05527143817204301,-0.04241943359375,-0.042449951171875
-0.05526102150537634,-0.05560302734375,-0.055633544921875
-0.05525060483870967,-0.067840576171875,-0.067840576171875
-0.05524018817204301,-0.07952880859375,-0.07952880859375
-0.05522977150537634,-0.09063720703125,-0.090667724609375
-0.05521935483870968,-0.10101318359375,-0.100982666015625
-0.05520893817204301,-0.110504150390625,-0.1104736328125
-0.05519852150537634,-0.119415283203125,-0.119384765625
-0.05518810483870967,-0.127838134765625,-0.127838134765625
-0.05517768817204301,-0.135650634765625,-0.135650634765625
-0.05516727150537634,-0.142822265625,-0.142822265625
-0.05515685483870968,-0.14947509765625,-0.14947509765625
-0.05514643817204301,-0.155792236328125,-0.155792236328125
-0.05513602150537634,-0.16162109375,-0.16162109375
-0.05512560483870967,-0.166961669921875,-0.16693115234375
-0.05511518817204301,-0.171844482421875,-0.171875
-0.05510477150537634,-0.176544189453125,-0.176513671875
-0.05509435483870968,-0.18084716796875,-0.18084716796875
-0.05508393817204301,-0.18475341796875,-0.184783935546875
-0.05507352150537634,-0.18829345703125,-0.18829345703125
-0.05506310483870967,-0.191650390625,-0.191680908203125
-0.05505268817204301,-0.194854736328125,-0.194854736328125
-0.05504227150537634,-0.19744873046875,-0.19744873046875
-0.05503185483870968,-0.1995849609375,-0.199554443359375
-0.05502143817204301,-0.20166015625,-0.20166015625
-0.05501102150537634,-0.203887939453125,-0.203887939453125
-0.05500060483870967,-0.205841064453125,-0.205810546875
-0.05499018817204301,-0.20709228515625,-0.207122802734375
-0.05497977150537634,-0.208221435546875,-0.208221435546875
-0.05496935483870968,-0.2098388671875,-0.2098388671875
-0.05495893817204301,-0.21142578125,-0.211395263671875
-0.05494852150537634,-0.2119140625,-0.211944580078125
-0.05493810483870967,-0.21209716796875,-0.21209716796875
-0.05492768817204301,-0.213836669921875,-0.2138671875
-0.05491727150537634,-0.21710205078125,-0.21710205078125
-0.05490685483870968,-0.217041015625,-0.217010498046875
-0.05489643817204301,-0.207122802734375,-0.207122802734375
-0.05488602150537634,-0.185394287109375,-0.185394287109375
